P,Ti,Cr,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Sb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,W,Bi,Pb,Deposit_Type,Fe,Ge,Te,Au,S,V,Mn,Cd,Sn,Ba,Tl,Na,Mg,Al,Si,K,Ca,Ga,In
,,0.013,0.183,0.106,0.0,0.0,0.459,0.026,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,46.581,0.0,0.015,0.054,52.114,,,,,,,,,,,,,,
,,0.0,0.085,0.0,0.037,0.005,1.815,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.003,SEDEX,45.503,0.0,0.044,0.005,52.351,,,,,,,,,,,,,,
,,0.0,0.074,0.006,0.0,0.005,0.044,0.009,,,,0.037,0.012,,,,,,,,,,,,,,,,,0.0,SEDEX,46.303,0.0,0.0,0.0,52.683,,,,,,,,,,,,,,
,,0.027,0.123,0.38,0.03,0.004,0.012,0.0,,,,0.0,0.006,,,,,,,,,,,,,,,,,0.0,SEDEX,46.002,0.019,0.0,0.0,52.682,,,,,,,,,,,,,,
,,0.0,0.075,0.011,0.0,0.0,0.952,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,46.477,0.011,0.0,0.031,51.838,,,,,,,,,,,,,,
,,0.051,1.116,0.047,0.0,0.0,0.223,0.026,,,,0.0,0.019,,,,,,,,,,,,,,,,,0.0,SEDEX,45.158,0.011,0.002,0.0,52.775,,,,,,,,,,,,,,
,,0.004,1.025,0.172,0.0,0.0,0.276,0.0,,,,0.012,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.449,0.0,0.0,0.006,53.086,,,,,,,,,,,,,,
,,0.084,2.302,0.117,0.0,0.0,0.007,0.038,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,44.103,0.0,0.0,0.005,53.354,,,,,,,,,,,,,,
,,0.017,1.11,0.072,0.0,0.0,0.159,0.032,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.762,0.0,0.021,0.018,52.505,,,,,,,,,,,,,,
,,0.0,1.072,0.073,0.0,0.001,0.298,0.012,,,,0.0,0.004,,,,,,,,,,,,,,,,,0.01,SEDEX,45.427,0.0,0.0,0.01,52.924,,,,,,,,,,,,,,
,,0.001,0.874,0.708,0.0,0.028,0.049,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.255,0.0,0.0,0.0,53.113,,,,,,,,,,,,,,
,,0.029,0.731,0.015,0.0,0.009,0.02,0.0,,,,0.01,0.0,,,,,,,,,,,,,,,,,0.025,SEDEX,45.391,0.0,0.0,0.026,52.992,,,,,,,,,,,,,,
,,0.016,0.84,0.077,0.0,0.0,0.181,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.576,0.0,0.004,0.0,52.663,,,,,,,,,,,,,,
,,0.022,0.081,0.027,0.002,0.001,0.382,0.0,,,,0.004,0.007,,,,,,,,,,,,,,,,,0.0,SEDEX,46.018,0.0,0.008,0.014,52.961,,,,,,,,,,,,,,
,,0.013,0.083,0.0,0.002,0.0,0.039,0.0,,,,0.005,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.887,0.0,0.0,0.026,53.181,,,,,,,,,,,,,,
,,0.0,0.123,0.007,0.017,0.022,0.09,0.005,,,,0.01,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.943,0.0,0.0,0.0,53.103,,,,,,,,,,,,,,
,,0.0,0.155,0.093,0.0,0.003,0.018,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.658,0.015,0.0,0.005,53.063,,,,,,,,,,,,,,
,,0.0,0.707,0.056,0.0,0.034,0.0,0.042,,,,0.007,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.242,0.0,0.001,0.0,53.13,,,,,,,,,,,,,,
,,0.006,0.071,0.0,0.0,0.0,0.504,0.0,,,,0.001,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,46.469,0.0,0.013,0.0,52.745,,,,,,,,,,,,,,
,,0.0,0.839,0.076,0.0,0.006,0.284,0.0,,,,0.009,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.528,0.0,0.02,0.0,53.31,,,,,,,,,,,,,,
,,0.017,0.923,0.063,0.0,0.036,0.301,0.017,,,,0.018,0.0,,,,,,,,,,,,,,,,,0.015,SEDEX,45.696,0.026,0.0,0.0,53.421,,,,,,,,,,,,,,
,,0.012,0.857,0.083,0.022,0.0,0.096,0.0,,,,0.015,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,44.988,0.0,0.003,0.0,52.939,,,,,,,,,,,,,,
,,0.014,1.141,0.077,0.0,0.0,0.47,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,SEDEX,45.622,0.0,0.0,0.026,53.075,,,,,,,,,,,,,,
,10.23,1.56,4586.56,6634.23,1591.97,30.07,1984.93,409.04,,,0.48,3.87,0.29,,,,,,,,,,,,,,,0.21,17.88,32.49,VMS,,,,0.91,,0.3,13.62,0.49,0.03,1.72,0.01,,,,,,,,
,10.84,0.62,3331.01,9340.98,49.08,5.12,1331.62,590.92,,,0.0,0.0,0.03,,,,,,,,,,,,,,,1.25,0.75,0.42,VMS,,,,0.16,,0.22,2.16,0.11,1.01,0.67,0.03,,,,,,,,
,6.78,0.21,2451.39,18655.71,61.45,8.24,5500.88,455.14,,,0.02,1.78,1.3,,,,,,,,,,,,,,,0.06,12.7,40.12,VMS,,,,0.37,,0.09,2.22,0.09,0.28,0.77,0.01,,,,,,,,
,501.05,0.0,4117.39,28.26,23.97,343.0,2575.64,183.97,,,0.35,1.28,10.65,,,,,,,,,,,,,,,0.95,3.28,149.91,VMS,,,,0.51,,1.6,14.54,0.0,0.0,0.71,0.05,,,,,,,,
,875.5,3.11,3138.42,634.25,216.05,128.5,17172.08,227.72,,,4.19,15.5,0.0,,,,,,,,,,,,,,,0.45,14.47,2421.82,VMS,,,,7.1,,11.46,18.08,0.8,3.57,35.0,0.8,,,,,,,,
,3159.29,8.64,710.64,47.91,459.02,169.53,11815.67,372.09,,,0.09,5.27,0.0,,,,,,,,,,,,,,,1.04,46.07,2329.13,VMS,,,,4.58,,36.17,86.88,0.0,2.28,9.02,1.39,,,,,,,,
,689.75,2.59,2833.6,21.55,231.48,264.51,14685.86,659.56,,,0.59,8.49,0.0,,,,,,,,,,,,,,,2.1,14.71,3449.87,VMS,,,,3.65,,21.0,73.56,1.66,9.13,11.71,2.15,,,,,,,,
,829.46,17.89,1050.14,19.78,594.21,5.45,14144.97,481.16,,,0.87,14.75,0.0,,,,,,,,,,,,,,,7.98,45.4,3856.91,VMS,,,,4.69,,37.65,84.65,0.36,5.79,160.53,0.82,,,,,,,,
,61.72,0.21,655.39,8957.71,241.55,8.24,1460.88,335.14,,,0.42,1.72,3.34,,,,,,,,,,,,,,,1.06,14.7,42.12,VMS,,,,0.47,,1.29,2.62,0.39,2.28,1.27,0.31,,,,,,,,
,371.05,2.1,3114.39,448.26,243.37,343.0,2475.44,153.97,,,3.35,1.23,14.65,,,,,,,,,,,,,,,1.95,2.38,129.91,VMS,,,,0.31,,2.4,13.54,0.0,0.0,3.11,0.05,,,,,,,,
,575.4,18.11,3123.5,100.34,234.06,265.5,9172.78,0.0,,,2.19,12.5,47.72,,,,,,,,,,,,,,,3.35,13.43,2241.82,VMS,,,,2.1,,14.46,58.05,0.3,2.54,15.2,0.4,,,,,,,,
,1259.29,4.64,2710.64,44.41,553.32,5.45,4885.68,0.0,,,0.39,3.27,52.09,,,,,,,,,,,,,,,1.04,36.04,1329.13,VMS,,,,3.53,,26.18,36.88,0.0,3.24,2.02,1.39,,,,,,,,
,145.82,2.32,2301.01,3344.98,44.48,62.78,1434.62,690.42,,,0.0,0.0,4.05,,,,,,,,,,,,,,,1.25,3.73,2.42,VMS,,,,0.15,,2.32,4.16,2.11,1.22,2.67,0.03,,,,,,,,
,43.79,1.21,3051.89,5655.76,31.45,126.11,2300.84,135.14,,,0.32,3.78,14.3,,,,,,,,,,,,,,,3.46,13.72,45.12,VMS,,,,0.57,,3.09,7.22,0.29,3.28,3.47,0.11,,,,,,,,
,47.39,2.16,459.33,291.8,238.75,37.2,18567.36,1366.98,,,0.15,4.87,23.56,,,,,,,,,,,,,,,0.1,31.36,261.24,VMS,,,,4.71,,0.25,8.2,0.0,3.6,0.0,0.0,,,,,,,,
,40.03,0.0,1088.54,67.92,74.62,50.51,16023.41,2046.02,,,0.5,1.2,2.31,,,,,,,,,,,,,,,0.05,0.8,18.22,VMS,,,,1.64,,0.0,2.5,0.0,0.0,0.0,0.06,,,,,,,,
,47.53,4.6,110.58,35.6,1777.26,172.98,3689.28,765.95,,,1.79,40.31,28.91,,,,,,,,,,,,,,,0.0,0.06,405.41,VMS,,,,0.74,,8.48,19.9,0.0,4.74,1.71,0.33,,,,,,,,
,80.68,6.69,1108.3,6676.46,1114.39,51.9,33237.27,4553.36,,,1.3,4.02,11.9,,,,,,,,,,,,,,,12.41,20.48,85.93,VMS,,,,2.45,,4.2,16.33,1.11,0.85,1.19,0.18,,,,,,,,
,33.91,5.83,755.8,1485.92,1622.94,71.44,2974.4,6862.18,,,1.34,0.13,11.01,,,,,,,,,,,,,,,1.75,10.67,20.07,VMS,,,,0.08,,10.78,15.38,0.54,0.0,2.28,0.11,,,,,,,,
,16.09,4.17,153.8,3.27,3303.56,757.33,2460.42,0.0,,,22.86,54.38,11.68,,,,,,,,,,,,,,,0.01,19.81,449.9,VMS,,,,4.86,,13.96,30.31,39.95,0.38,3.34,6.5,,,,,,,,
,6.14,0.0,22.16,0.0,300.02,2.23,2.6,19.9,,,0.02,0.07,0.0,,,,,,,,,,,,,,,0.01,3.08,0.08,VMS,,,,0.03,,0.01,0.0,0.0,0.0,0.12,0.0,,,,,,,,
,6.0,16.42,1.34,2.79,59.65,10.34,6.47,27.36,,,0.01,21.17,0.28,,,,,,,,,,,,,,,0.01,0.93,1.57,VMS,,,,0.33,,0.03,0.89,0.19,0.27,0.05,0.01,,,,,,,,
,7.73,2.47,17.64,2.92,1.21,8.9,10.42,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.02,0.0,1.32,VMS,,,,0.04,,0.0,0.3,0.0,0.0,0.03,0.0,,,,,,,,
,7.11,3.18,19.61,2.87,51.36,8.02,8.03,222.91,,,0.03,1.64,0.1,,,,,,,,,,,,,,,0.0,1.09,9.52,VMS,,,,0.48,,0.02,14.11,0.09,0.29,0.43,0.0,,,,,,,,
,5.33,0.73,0.0,0.17,122.05,2.09,81.8,109.64,,,0.04,0.02,0.01,,,,,,,,,,,,,,,0.0,0.0,0.09,VMS,,,,0.03,,0.07,0.0,0.07,0.0,0.04,0.0,,,,,,,,
,6.32,1.57,0.0,0.26,195.67,3.55,10.36,873.77,,,0.06,37.29,0.01,,,,,,,,,,,,,,,0.0,0.44,2.74,VMS,,,,2.1,,0.0,0.31,0.21,0.01,0.03,0.01,,,,,,,,
,5.9,0.53,1.5,0.0,118.58,2.83,15.98,560.66,,,0.13,8.13,1.27,,,,,,,,,,,,,,,0.0,4.84,27.94,VMS,,,,0.14,,0.13,0.0,0.0,0.1,0.0,0.01,,,,,,,,
,5.37,0.0,77.3,1.32,224.38,2.39,0.0,126.97,,,0.0,0.39,0.06,,,,,,,,,,,,,,,0.0,0.23,0.45,VMS,,,,0.5,,0.02,1.21,0.0,0.03,0.02,0.0,,,,,,,,
,6.41,5.42,1.54,0.83,227.9,2.82,14.44,310.12,,,0.16,37.96,0.12,,,,,,,,,,,,,,,0.01,0.34,4.58,VMS,,,,1.38,,0.0,0.82,0.17,0.08,0.12,0.01,,,,,,,,
,7.64,0.24,70.72,1.09,17.36,2.64,11.79,783.64,,,0.02,21.05,0.0,,,,,,,,,,,,,,,0.02,0.82,4.46,VMS,,,,1.08,,0.04,0.0,0.0,0.3,0.11,0.01,,,,,,,,
,7.6,0.0,0.28,0.47,15.62,2.2,1.64,476.15,,,0.02,0.33,0.0,,,,,,,,,,,,,,,0.0,0.03,0.08,VMS,,,,0.27,,0.04,0.06,0.0,0.47,0.0,0.0,,,,,,,,
,4.89,0.0,52.32,1.32,70.86,2.31,331.52,515.91,,,1.07,16.47,0.08,,,,,,,,,,,,,,,0.0,0.37,1.54,VMS,,,,0.23,,0.0,0.05,0.07,1.5,0.08,0.02,,,,,,,,
,57.66,0.0,39.46,15.36,65.34,67.71,57.71,1375.88,,,0.0,28.4,6.61,,,,,,,,,,,,,,,0.0,10.67,70.14,VMS,,,,0.83,,0.0,0.0,0.0,2.36,0.0,0.19,,,,,,,,
,7.14,2.18,14.65,25.57,41.36,4.29,23.03,232.49,,,0.43,1.46,0.43,,,,,,,,,,,,,,,0.0,1.31,3.52,VMS,,,,0.43,,0.4,6.14,0.3,0.24,0.34,0.0,,,,,,,,
,59.89,0.0,446.48,82.37,74.66,14.08,272.45,355.04,,,0.0,16.69,0.38,,,,,,,,,,,,,,,0.0,1.27,74.31,VMS,,,,0.39,,0.21,2.23,0.0,0.0,0.62,0.0,,,,,,,,
,33.11,2.03,997.63,79.77,12.72,52.61,19.72,0.0,,,0.0,0.0,0.05,,,,,,,,,,,,,,,0.09,0.02,0.51,VMS,,,,0.0,,0.15,3.73,0.91,0.0,0.32,0.05,,,,,,,,
,49.56,3.15,858.09,15.86,31.39,25.07,476.09,407.23,,,0.13,63.34,1.33,,,,,,,,,,,,,,,0.11,45.48,175.22,VMS,,,,4.36,,2.99,19.15,0.0,0.35,1.83,0.24,,,,,,,,
,50.6,13.33,872.32,51.22,263.04,200.25,0.0,0.0,,,0.0,0.0,0.46,,,,,,,,,,,,,,,0.07,0.17,17.64,VMS,,,,0.11,,0.0,0.0,0.0,5.11,0.66,0.03,,,,,,,,
,40.43,0.0,575.52,8.75,0.87,0.87,2.13,0.0,,,0.0,0.01,0.0,,,,,,,,,,,,,,,0.03,0.0,0.32,VMS,,,,0.01,,1.63,0.0,0.0,0.03,0.08,0.0,,,,,,,,
,6.05,0.83,218.5,5.15,0.95,2.03,0.72,6.95,,,0.02,0.0,0.0,,,,,,,,,,,,,,,0.0,0.17,0.34,VMS,,,,0.0,,0.27,0.0,0.24,0.0,0.0,0.0,,,,,,,,
,6.05,0.39,320.34,27.76,1.03,3.29,1.48,0.0,,,0.0,0.02,0.02,,,,,,,,,,,,,,,0.07,0.08,0.2,VMS,,,,0.01,,0.69,4.3,0.08,0.16,0.0,0.0,,,,,,,,
,6.13,0.36,769.93,8.14,0.57,2.16,1.77,0.0,,,0.0,0.02,0.0,,,,,,,,,,,,,,,0.02,0.02,0.04,VMS,,,,0.01,,0.04,0.46,0.32,0.44,0.04,0.0,,,,,,,,
,6.7,0.39,403.05,8.68,0.2,73.89,2.32,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.03,VMS,,,,0.02,,0.04,0.76,0.0,0.11,0.0,0.01,,,,,,,,
,5.93,0.4,16.52,3.15,319.74,30.62,7.12,176.23,,,0.06,2.74,0.74,,,,,,,,,,,,,,,0.01,2.33,6.63,VMS,,,,0.06,,0.0,0.93,0.07,0.42,0.06,0.0,,,,,,,,
,7.42,0.0,3.93,0.62,1.89,1.27,12.78,0.0,,,0.0,0.03,0.04,,,,,,,,,,,,,,,0.0,0.46,0.19,VMS,,,,0.0,,0.0,0.0,0.15,0.0,0.0,0.01,,,,,,,,
,5.3,7.83,3.48,18.6,2.95,34.37,8.19,0.0,,,1.11,0.2,0.0,,,,,,,,,,,,,,,0.16,0.59,1.67,VMS,,,,0.0,,0.05,0.55,0.0,0.63,0.18,0.0,,,,,,,,
,6.19,0.14,0.62,0.66,1.2,0.0,6.72,0.0,,,0.05,0.0,0.05,,,,,,,,,,,,,,,0.02,0.01,0.02,VMS,,,,0.0,,0.0,0.49,0.18,0.44,0.02,0.02,,,,,,,,
,19.24,5.87,63.3,20.77,537.0,488.18,156.67,35.61,,,79.2,45.43,32.96,,,,,,,,,,,,,,,0.04,173.01,868.82,VMS,,,,1.69,,1.11,71.78,0.4,0.34,0.47,6.0,,,,,,,,
,8.41,0.96,142.82,16.85,470.99,35.65,289.9,67.56,,,6.59,63.53,93.92,,,,,,,,,,,,,,,0.97,252.24,370.89,VMS,,,,1.92,,1.82,99.38,0.3,0.57,0.55,7.57,,,,,,,,
,5.31,0.0,8.83,0.0,20.03,2.87,30.48,696.91,,,0.0,10.01,0.16,,,,,,,,,,,,,,,0.01,14.82,23.13,VMS,,,,1.3,,0.04,0.86,0.0,0.0,0.04,0.0,,,,,,,,
,5.13,0.0,0.06,0.0,2.8,3.73,682.31,0.0,,,0.21,1.85,45.74,,,,,,,,,,,,,,,0.01,0.0,24.63,VMS,,,,0.0,,0.0,22.67,0.0,0.16,0.05,8.67,,,,,,,,
,6.0,0.43,0.0,1.49,31.73,7.37,689.68,0.0,,,2.21,8.0,42.56,,,,,,,,,,,,,,,3.08,0.0,62.78,VMS,,,,0.01,,0.03,32.63,0.0,0.22,0.02,50.72,,,,,,,,
,6.03,0.6,0.0,1.11,30.69,4.21,491.41,0.0,,,0.83,23.78,37.69,,,,,,,,,,,,,,,6.83,0.0,431.18,VMS,,,,0.12,,0.01,14.53,0.16,0.05,0.06,70.49,,,,,,,,
,41.44,2.19,160.1,19.26,777.62,17.25,19.79,1455.75,,,0.15,1.33,0.07,,,,,,,,,,,,,,,0.0,0.31,2.51,VMS,,,,0.0,,0.18,6.04,0.0,1.81,0.15,0.0,,,,,,,,
,46.56,6.45,108.22,143.06,92.08,131.65,25.89,1153.76,,,0.0,0.19,0.0,,,,,,,,,,,,,,,0.17,0.07,2.26,VMS,,,,0.1,,0.06,0.47,0.0,0.21,1.73,0.02,,,,,,,,
,46.38,0.0,131.82,118.79,117.28,61.98,44.67,60.81,,,0.13,0.95,0.06,,,,,,,,,,,,,,,0.0,0.0,0.28,VMS,,,,0.0,,0.07,3.91,0.0,4.09,0.0,0.06,,,,,,,,
,8.82,0.24,14.53,0.81,1.2,515.1,0.0,562.53,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.01,0.22,0.0,VMS,,,,0.0,,0.0,0.07,0.0,0.17,0.0,0.0,,,,,,,,
,8.32,0.24,74.72,0.48,532.01,49.57,0.97,65.94,,,0.0,0.03,0.0,,,,,,,,,,,,,,,0.0,4.25,0.35,VMS,,,,0.02,,0.0,0.2,0.0,0.07,0.0,0.02,,,,,,,,
,8.85,0.0,10.4,0.0,3.16,3.14,13.44,94.71,,,0.89,0.23,0.22,,,,,,,,,,,,,,,0.0,1.23,1.29,VMS,,,,0.0,,0.02,0.76,0.0,0.22,0.02,0.01,,,,,,,,
,31.46,8.79,1.95,25.42,207.64,193.32,3.42,105.92,,,5.21,4.34,38.58,,,,,,,,,,,,,,,0.37,0.51,563.47,VMS,,,,0.29,,4.96,355.52,0.0,6.0,3.74,0.58,,,,,,,,
,8.45,0.79,0.04,2.63,55.72,3.25,629.6,0.0,,,0.09,1.71,6.83,,,,,,,,,,,,,,,0.0,0.02,113.62,VMS,,,,0.67,,0.09,2.53,0.0,0.04,0.09,0.21,,,,,,,,
,33.07,1.23,0.13,0.0,20.33,4.15,20.48,636.31,,,0.0,4.01,0.16,,,,,,,,,,,,,,,0.01,14.82,23.14,VMS,,,,1.3,,3.83,225.87,0.0,0.0,0.04,0.0,,,,,,,,
,5.51,0.46,52.82,36.55,230.99,128.09,489.9,367.55,,,5.55,33.53,53.92,,,,,,,,,,,,,,,0.67,42.24,270.24,VMS,,,,1.92,,1.62,29.38,0.8,0.67,0.65,5.57,,,,,,,,
,16.23,2.84,0.0,0.0,37.34,35.87,598.54,0.0,,,2.31,23.01,46.59,,,,,,,,,,,,,,,1.39,0.0,343.95,VMS,,,,1.39,,1.32,25.31,4.35,2.68,0.33,4.72,,,,,,,,
,5.93,0.4,16.52,3.15,319.74,86.05,7.12,176.23,,,0.06,2.74,0.74,,,,,,,,,,,,,,,0.01,2.33,6.63,VMS,,,,0.06,,0.0,0.93,0.07,0.42,0.06,0.0,,,,,,,,
,4.1,3.94,12.91,0.32,1649.04,1073.89,3401.5,82.59,,,1.72,4.44,0.91,,,,,,,,,,,,,,,0.02,20.92,7.19,VMS,,,,3.02,,0.08,46.72,3.01,0.88,8.17,0.03,,,,,,,,
,48.16,6.52,0.0,2.06,2102.6,925.53,8302.12,0.0,,,1.19,29.41,290.26,,,,,,,,,,,,,,,0.09,0.45,528.91,VMS,,,,0.77,,2.57,40.01,0.0,2.8,168.92,15.27,,,,,,,,
,8.87,17.32,10.48,32.34,92.0,40.3,25.57,35.86,,,45.42,43.8,0.55,,,,,,,,,,,,,,,0.04,7.29,53.5,VMS,,,,4.47,,0.04,0.43,0.19,0.71,0.07,0.03,,,,,,,,
,8.69,18.16,21.43,1.17,3038.53,1771.67,3634.26,148.82,,,3.49,11.25,2.21,,,,,,,,,,,,,,,0.01,32.76,14.66,VMS,,,,3.51,,0.0,67.82,3.7,0.03,4.22,0.02,,,,,,,,
,7.21,0.0,8.29,1.75,14720.42,44.7,71.21,353.68,,,0.0,72.53,71.76,,,,,,,,,,,,,,,0.0,24.82,0.39,VMS,,,,4.6,,0.03,0.71,0.3,1.13,0.0,0.02,,,,,,,,
,6.1,2.3,0.93,48.78,1407.37,399.47,15249.21,28.94,,,6.48,192.78,2083.53,,,,,,,,,,,,,,,0.21,23.91,182.03,VMS,,,,8.03,,4.23,138.77,2.55,0.1,129.21,167.77,,,,,,,,
,5.75,3.0,0.45,38.18,1055.16,48.99,17257.16,25.07,,,4.39,123.71,1783.02,,,,,,,,,,,,,,,0.14,16.62,79.24,VMS,,,,3.04,,0.22,183.43,0.28,0.85,1.84,221.15,,,,,,,,
,6.16,4.48,2.14,52.13,772.91,9615.42,10030.28,40.02,,,8.03,93.82,1096.96,,,,,,,,,,,,,,,0.32,31.38,153.3,VMS,,,,1.28,,0.83,179.6,30.73,0.32,19.47,147.35,,,,,,,,
,7.03,2.56,0.06,8.33,1668.8,73.95,17039.29,0.0,,,7.13,68.6,2981.23,,,,,,,,,,,,,,,0.43,4.15,53.34,VMS,,,,2.75,,0.41,193.06,0.03,0.46,20.42,308.98,,,,,,,,
,57.74,2.77,14.49,14.67,1346.28,76.07,182.6,62.54,,,0.21,34.25,21.62,,,,,,,,,,,,,,,0.13,0.67,87.84,VMS,,,,1.18,,0.41,1.67,0.47,0.05,0.1,0.09,,,,,,,,
,56.26,19.33,106.22,261.26,2424.83,85.92,6668.37,772.47,,,0.15,0.06,3.98,,,,,,,,,,,,,,,0.25,0.35,25.49,VMS,,,,4.32,,0.0,0.92,0.0,3.83,3.1,0.07,,,,,,,,
,47.52,0.0,294.32,96.43,10507.08,50.51,13162.21,45.32,,,0.25,35.38,91.65,,,,,,,,,,,,,,,0.0,84.07,2372.62,VMS,,,,20.35,,1.97,22.61,164.77,9.2,1.79,0.53,,,,,,,,
,40.03,0.0,188.54,67.92,74.62,9986.84,16023.41,35.68,,,0.5,1.2,2.31,,,,,,,,,,,,,,,0.05,0.8,18.22,VMS,,,,1.64,,0.0,2.5,0.0,0.0,0.0,0.06,,,,,,,,
,37.71,6.33,0.49,28.15,11028.55,3155.93,4265.44,0.0,,,60.09,62.92,61.17,,,,,,,,,,,,,,,0.11,0.07,52559.14,VMS,,,,1.9,,0.04,12.16,2.81,1.51,0.01,0.19,,,,,,,,
,7.06,1.1,0.34,78.97,3789.07,15641.23,21193.6,19.47,,,14.55,422.79,1865.62,,,,,,,,,,,,,,,0.09,24.18,515.35,VMS,,,,8.75,,0.92,395.29,37.22,0.16,1.74,376.55,,,,,,,,
,6.34,1.03,144.05,4.46,16383.83,3.43,330.72,40.52,,,0.56,2.04,1.61,,,,,,,,,,,,,,,0.0,9.18,6.34,VMS,,,,0.46,,0.08,4.2,0.0,0.09,0.04,0.06,,,,,,,,
,51.99,0.0,0.43,52.34,18765.8,14.88,13.18,0.0,,,0.0,83.07,0.0,,,,,,,,,,,,,,,0.05,18.91,55.02,VMS,,,,4.17,,0.16,4.26,0.0,0.0,0.11,0.03,,,,,,,,
,34.9,15.05,0.29,0.0,14549.05,4025.88,78015.17,0.0,,,2.69,1043.82,9315.9,,,,,,,,,,,,,,,0.0,0.0,2899.35,VMS,,,,37.59,,0.0,136.2,107.08,0.24,0.93,23.24,,,,,,,,
,7.27,0.69,82.77,0.0,8.41,5.81,11417.82,63.19,,,1.8,0.0,0.0,,,,,,,,,,,,,,,0.02,0.49,0.65,VMS,,,,9.3,,0.02,0.57,0.0,0.5,0.55,0.02,,,,,,,,
,6.5,3.33,20.63,0.24,6.53,5.17,3293.29,111.17,,,0.0,0.03,0.0,,,,,,,,,,,,,,,0.01,0.14,0.61,VMS,,,,0.34,,0.04,0.48,0.0,0.2,1.96,0.05,,,,,,,,
,6.94,1.02,0.33,18.36,220.51,13.77,17388.23,10.29,,,0.28,25.93,84.09,,,,,,,,,,,,,,,0.25,6.98,90.9,VMS,,,,0.49,,1.2,217.52,0.15,0.03,0.18,41.37,,,,,,,,
,9.06,1.33,16.35,119.11,905.44,62.02,3984.89,19.38,,,1.43,143.51,465.06,,,,,,,,,,,,,,,0.46,31.19,1202.32,VMS,,,,3.67,,5.26,289.09,0.4,0.1,10.27,29.71,,,,,,,,
,6.5,3.0,0.0,0.16,283.99,87.02,9695.77,20.3,,,18.45,56.2,561.26,,,,,,,,,,,,,,,0.0,0.0,2026.77,VMS,,,,0.78,,0.16,298.23,0.08,0.1,0.12,399.38,,,,,,,,
,7.38,0.0,53.68,1.11,190.32,4.2,595.96,74.08,,,1.66,8.02,19.09,,,,,,,,,,,,,,,0.01,38.44,255.75,VMS,,,,0.36,,0.09,13.85,0.15,0.07,0.19,11.95,,,,,,,,
,60.16,1.21,155.54,6.88,750.35,66.18,5460.74,5.9,,,4.76,38.16,169.36,,,,,,,,,,,,,,,0.82,157.5,511.94,VMS,,,,1.38,,1.17,68.94,0.29,0.14,0.24,27.52,,,,,,,,
,11.17,0.45,25.13,2.75,98.8,15.1,487.23,13.21,,,18.54,7.48,5.85,,,,,,,,,,,,,,,0.0,28.1,41.41,VMS,,,,0.31,,1.55,77.87,0.08,0.25,0.16,1.34,,,,,,,,
,7.32,1.13,0.87,10.82,42.43,5.79,1217.15,107.22,,,0.32,7.12,18.65,,,,,,,,,,,,,,,0.0,0.07,82.01,VMS,,,,1.38,,0.01,2.19,0.08,0.0,1.4,2.33,,,,,,,,
,4.53,1.21,0.02,0.09,22.61,23.61,23034.68,0.0,,,4.92,2.51,4158.01,,,,,,,,,,,,,,,0.77,0.0,191.31,VMS,,,,0.24,,0.24,49.4,0.0,0.18,2.34,125.07,,,,,,,,
,4.88,4.77,0.04,1.06,2394.26,127.7,2935.78,0.0,,,1.13,196.17,1228.3,,,,,,,,,,,,,,,2.79,0.01,735.9,VMS,,,,0.08,,0.09,42.99,1.89,0.25,4.85,6.14,,,,,,,,
,7.16,0.1,0.03,0.41,89.12,18.87,22165.91,69.62,,,3.21,34.84,51.97,,,,,,,,,,,,,,,0.14,0.2,697.92,VMS,,,,0.5,,0.37,75.91,0.14,0.37,0.22,656.53,,,,,,,,
,7.78,2.19,10.65,57.42,296.01,115.54,806.67,6.73,,,5.48,18.95,42.6,,,,,,,,,,,,,,,0.11,0.46,132.94,VMS,,,,5.44,,1.63,139.27,0.03,0.01,8.14,0.09,,,,,,,,
,7.38,0.99,0.02,20.74,395.14,30.26,15682.55,32.35,,,2.98,50.73,286.11,,,,,,,,,,,,,,,0.2,10.89,62.4,VMS,,,,0.66,,7.8,182.2,0.0,0.21,0.26,142.43,,,,,,,,
